Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Lee, K.-T., Lee, J.-M., Kim, J.-H.","57206485844; 57224099869; 35731699400","Guidelines to Support Negotiation for Sustainable International Development Based on Hierarchical Roles and Responsibilities of Project-Based Organizations",2021,"Journal of Management in Engineering",37,"5", 04021043,,,,,10.1061/(ASCE)ME.1943-5479.0000945,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85106863283&partnerID=40&md5=32fe20874f8d36f02a2e2a1be96ec123",Article,Final,"",Scopus,2-s2.0-85106863283
"Dai, L., Han, Q., de Vries, B., Wang, Y.","57223258899; 8435407700; 57207105192; 57203770562","Applying Bayesian Belief Network to explore key determinants for nature-based solutions’ acceptance of local stakeholders",2021,"Journal of Cleaner Production",310,"", 127480,,,,,10.1016/j.jclepro.2021.127480,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85105909492&partnerID=40&md5=4f26da379cca330f8a92d89ded5ffb88",Article,Final,"",Scopus,2-s2.0-85105909492
"Raza, S.A.","56605890300","Managing ethical requirements elicitation of complex socio-technical systems with critical systems thinking: A case of course-timetabling project",2021,"Technology in Society",66,"", 101626,,,,,10.1016/j.techsoc.2021.101626,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85108144827&partnerID=40&md5=ae2ac566b82898b49a00503cb029af3e",Article,Final,"",Scopus,2-s2.0-85108144827
"Ominde, D., Ochieng, E.G., Omwenga, V.O.","57222081324; 33267715400; 57216708344","Optimising ICT infrastructure performance in developing countries: Kenyan viewpoint",2021,"Technological Forecasting and Social Change",169,"", 120844,,,,,10.1016/j.techfore.2021.120844,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85105817691&partnerID=40&md5=415318d080a3213ee839fce1641ca3a2",Article,Final,"",Scopus,2-s2.0-85105817691
"Dutta, V.","9435178300","Water Conflicts and Resistance: Issues and Challenges in South Asia",2021,"Water Conflicts and Resistance: Issues and Challenges in South Asia",,"",,1,285,,,10.4324/9780429351006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85114087132&partnerID=40&md5=c6fd77a3009f09b020bbae2fa2fcaf8e",Book,Final,"",Scopus,2-s2.0-85114087132
"Ma, W., Li, X., Wang, X.","25639944400; 57195984808; 35176743100","Water Saving Management Contract, identification and ranking of risks based on life cycle and best-worst method",2021,"Journal of Cleaner Production",306,"", 127153,,,,,10.1016/j.jclepro.2021.127153,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85105583977&partnerID=40&md5=c9c5e5d6e8ccc0788eb1a7551c6af341",Article,Final,"",Scopus,2-s2.0-85105583977
"Ali, G.G., Khalef, R., El-Adaway, I.H., Eid, M., Kahle, T., Funke, C., Vaupel, M., Nault, A.","57210390848; 57215408979; 21740839700; 56288020300; 57223435101; 57223432827; 57223435457; 57223427280","Joint Venture Agreements for Construction and Professional Services: Comparative Contractual Analysis and Guidelines",2021,"Journal of Management in Engineering",37,"4",,,,,,10.1061/(ASCE)ME.1943-5479.0000940,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85105889231&partnerID=40&md5=b0bdb891d894fcdcfb07fbd4fea1e567",Review,Final,"",Scopus,2-s2.0-85105889231
"Eissa, R., Eid, M.S., Elbeltagi, E.","57220070482; 56288020300; 6603265905","Current Applications of Game Theory in Construction Engineering and Management Research: A Social Network Analysis Approach",2021,"Journal of Construction Engineering and Management",147,"7", 0002085,,,,,10.1061/(ASCE)CO.1943-7862.0002085,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85105828024&partnerID=40&md5=568f1ae062747f1d54c2af5426d248d3",Article,Final,"",Scopus,2-s2.0-85105828024
"Barutha, P.J., Jeong, H.D., Gransberg, D.D., Touran, A.","57202536252; 7401619901; 7003582192; 7003725009","Evaluation of the Impact of Collaboration and Integration on Performance of Industrial Projects",2021,"Journal of Management in Engineering",37,"4", 04021037,,,,,10.1061/(ASCE)ME.1943-5479.0000921,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85105710531&partnerID=40&md5=041d49ca2e26924f2ab3e5cd95f9eaec",Article,Final,"",Scopus,2-s2.0-85105710531
"Shen, W., Tang, W., Wang, Y., Duffield, C.F., Hui, F.K.P., Zhang, L.","56898350100; 12445776400; 57203856823; 7006447544; 57194243608; 37039013000","Managing Interfaces in Large-Scale Projects: The Roles of Formal Governance and Partnering",2021,"Journal of Construction Engineering and Management",147,"7", 04021064,,,,,10.1061/(ASCE)CO.1943-7862.0002101,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85105212431&partnerID=40&md5=7644205c8afd45dac2e0e3a1ee74064c",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85105212431
"Kroh, J.","57201449170","Sustain(able) urban (eco)systems: Stakeholder-related success factors in urban innovation projects",2021,"Technological Forecasting and Social Change",168,"", 120767,,,,,10.1016/j.techfore.2021.120767,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85105007576&partnerID=40&md5=fe38cd2b60737b9b504b50e97dce9e57",Article,Final,"",Scopus,2-s2.0-85105007576
"Joseph, C., Wood, D.","57202931402; 35207147200","Analysis of the Microgravity Research Ecosystem and Market Drivers of Accessibility",2021,"New Space",9,"2",,123,138,,,10.1089/space.2020.0044,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85108338809&partnerID=40&md5=26d26a4b9ccc84b4f71b1d42b3fd7501",Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85108338809
"Yang, K., Wang, W., Xiong, W.","57218608725; 57218608785; 57222338911","Promoting the sustainable development of infrastructure projects through responsible innovation: An evolutionary game analysis",2021,"Utilities Policy",70,"", 101196,,,,,10.1016/j.jup.2021.101196,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85102387460&partnerID=40&md5=b1118d29e0c62017be78d21cbff859ba",Article,Final,"",Scopus,2-s2.0-85102387460
"Meaton, J., Lowore, J., Wood, A.","6507155943; 57201095094; 55499733300","Assessing value chain interventions in Zambian and Ethiopian forest beekeeping systems",2021,"Business Strategy and Development",4,"2",,159,169,,,10.1002/bsd2.136,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85089964218&partnerID=40&md5=503bbec4d2e3d17576fd88aae1a5aac0",Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85089964218
"da Silva, B.S., de Araujo, F.O., Abreu, C.G.S., Faria, M.C.S.","57226385563; 57194495060; 57193442534; 57226384246","Subjectivity in megaprojects: A support strategy for social risk measurement processes | La subjectivité dans les mégaprojets: Un cadre pour soutenir le processus d'évaluation des risques sociaux | Subjetividade em megaprojetos: Uma estrutura para apoiar o processo de avaliação de risco social* | Subjetividad en los megaproyectos: Una estructura para soportar el proceso de medición del riesgo social",2021,"Innovar",31,"81",,115,128,,,10.15446/innovar.v31n81.95578,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85111394029&partnerID=40&md5=53649fb3af0c17bbabdc84de6209da95",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85111394029
"Trier, K.K., Treffers, T.","57226643743; 56453418600","Agile project management in creative industries: A systematic literature review and future research directions",2021,"2021 IEEE Technology and Engineering Management Conference - Europe, TEMSCON-EUR 2021",,"", 9488611,,,,,10.1109/TEMSCON-EUR52034.2021.9488611,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85112151933&partnerID=40&md5=2dd6a95e3ac394e06cf4c58a9c18b6d9",Conference Paper,Final,"",Scopus,2-s2.0-85112151933
"Einhäupl, P., Acker, K.V., Peremans, H., Passel, S.V.","57204613881; 35333737400; 6601999875; 24332639600","The conceptualization of societal impacts of landfill mining – A system dynamics approach",2021,"Journal of Cleaner Production",296,"", 126351,,,,,10.1016/j.jclepro.2021.126351,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85101980222&partnerID=40&md5=fd1ab7f0edb39c89f46ec63e8cc19372",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85101980222
"Eissa, R., Eid, M.S., Elbeltagi, E.","57220070482; 56288020300; 6603265905","Conceptual Profit Allocation Framework for Construction Joint Ventures: Shapley Value Approach",2021,"Journal of Management in Engineering",37,"3", 04021016,,,,,10.1061/(ASCE)ME.1943-5479.0000911,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85102408168&partnerID=40&md5=55d0f387feab1715a6740137d23ff326",Article,Final,"",Scopus,2-s2.0-85102408168
"Eray, E., Haas, C.T., Rayside, D.","57205160270; 7202620442; 6603182705","Interface Health and Workload between Stakeholders in Complex Capital Projects: Assessment, Visualization, and Interpretation Using SNA",2021,"Journal of Management in Engineering",37,"3", 04021006,,,,,10.1061/(ASCE)ME.1943-5479.0000891,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85100946209&partnerID=40&md5=a548eb9a47ebb977bbc2aa95eade477c",Article,Final,"",Scopus,2-s2.0-85100946209
"Mollaoglu, S., Sparkling, A.E., Garcia, A., Polkinghorn, B.D.","57205072476; 56537059500; 56287128800; 6603080732","Collaborative Partnering for Airport Construction Projects: State-of-Practice",2021,"Journal of Management in Engineering",37,"3", 04021003,,,,,10.1061/(ASCE)ME.1943-5479.0000895,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85100561225&partnerID=40&md5=4441c69800ee513efd715eb65b4821a8",Article,Final,"",Scopus,2-s2.0-85100561225
"de Nahlik, C.F., Fabozzi, F.J.","34167609300; 57046776500","Project Financing: Analyzing And Structuring Projects",2021,"Project Financing: Analyzing And Structuring Projects",,"",,1,415,,,10.1142/ac012,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85114756830&partnerID=40&md5=aa8518c9e18642f605d911432fef120d",Book,Final,"",Scopus,2-s2.0-85114756830
"Sicotte, H., Delerue, H.","6602906791; 6508032064","Project planning, top management support and communication: A trident in search of an explanation",2021,"Journal of Engineering and Technology Management - JET-M",60,"", 101626,,,,,10.1016/j.jengtecman.2021.101626,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85107574299&partnerID=40&md5=6923bf6f9cdb1aefcde5964a85c36cc3",Article,Final,"",Scopus,2-s2.0-85107574299
"Herrera, R.F., Mourgues, C., Alarcón, L.F., Pellicer, E.","57192660568; 23991392400; 55662502800; 8892666700","Analyzing the Association between Lean Design Management Practices and BIM Uses in the Design of Construction Projects",2021,"Journal of Construction Engineering and Management",147,"4", 04021010,,,,,10.1061/(ASCE)CO.1943-7862.0002014,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85099924604&partnerID=40&md5=6304e6a1ff55b5eaf09ddc52bff705a6",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85099924604
"Carden, L., Kovach, J.V., Flores, M.","56044175500; 8911223800; 57220562871","Enhancing human resource management in process improvement projects",2021,"Organizational Dynamics",50,"2", 100776,,,,,10.1016/j.orgdyn.2020.100776,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85086928090&partnerID=40&md5=6659c0f61ef5ecea9c2b7716cbb2d8da",Review,Final,"",Scopus,2-s2.0-85086928090
"Johansson, S., Kullström, M., Björk, J., Karlsson, A., Nilsson, S.","36337823300; 57216651504; 34771270300; 55135822600; 55479952400","Digital production innovation projects – The applicability of managerial controls under high levels of complexity and uncertainty",2021,"Journal of Manufacturing Technology Management",32,"3",,772,794,,,10.1108/JMTM-04-2019-0145,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85084216647&partnerID=40&md5=bd281a5a9158fd0ed8957646b48f009e",Article,Final,"",Scopus,2-s2.0-85084216647
"Doering, C., Schmidtner, M., Timinger, H.","57211493750; 57215413669; 57215426764","Collaboration for innovation between universities and smart cities",2021,"2021 IEEE European Technology and Engineering Management Summit, E-TEMS 2021 - Conference Proceedings",,"",,82,86,,,10.1109/E-TEMS51171.2021.9524896,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85115439718&partnerID=40&md5=4757465528429be558adf1858c2cb793",Conference Paper,Final,"",Scopus,2-s2.0-85115439718
"Schuba, K., Forster, M., Henze-Sakowsky, A., Seick, J.-P., Rabe, M.","57170877000; 57268030200; 57267178700; 57267178800; 56410628200","Holistic concept for the implementation of smart parking in small and medium-sized cities",2021,"2021 IEEE European Technology and Engineering Management Summit, E-TEMS 2021 - Conference Proceedings",,"",,148,154,,,10.1109/E-TEMS51171.2021.9524865,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85115382225&partnerID=40&md5=28e0300a9cbd7633f3105fdc8f410e7e",Conference Paper,Final,"",Scopus,2-s2.0-85115382225
"Willich, F., Wolff, C., Sutorma, A., Jahn, U., Stampa, M.","57221684266; 54421696300; 57211216541; 57203930179; 57103633000","Model-based systems engineering of an active, oleo-pneumatic damper for a CS-23 general aviation aircraft landing gear",2021,"2021 IEEE European Technology and Engineering Management Summit, E-TEMS 2021 - Conference Proceedings",,"",,166,172,,,10.1109/E-TEMS51171.2021.9524897,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85115355297&partnerID=40&md5=cc2385f20d4dab3651844cfe73ecd3a6",Conference Paper,Final,"",Scopus,2-s2.0-85115355297
"Mittal, R., Sinha, P.","57222495219; 57219342397","TVR cinemas: film prioritization and negotiation during crisis",2021,"Emerald Emerging Markets Case Studies",11,"1",,1,17,,,10.1108/EEMCS-06-2020-0242,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85102892444&partnerID=40&md5=1a03b2a4eff78becae484193575bfd3d",Article,Final,"",Scopus,2-s2.0-85102892444
"Gaudenzi, B., Qazi, A.","26029807500; 56033585100","Assessing project risks from a supply chain quality management (SCQM) perspective",2021,"International Journal of Quality and Reliability Management",38,"4",,908,931,,,10.1108/IJQRM-01-2020-0011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85089453537&partnerID=40&md5=3fed58b1b62d53746aa1dfd1d2417738",Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85089453537
"Le, P.T., Pham, P.N.","57209143260; 57210291675","Risk allocation in BOT transportation projects in Vietnam from different viewpoints",2021,"Proceedings of 2020 Applying New Technology in Green Buildings, ATiGB 2020",,"", 9423263,80,86,,,10.1109/ATiGB50996.2021.9423263,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85106513011&partnerID=40&md5=0756ec7f246fc6987d5d6b6280b8d22a",Conference Paper,Final,"",Scopus,2-s2.0-85106513011
"Albrecht, A., Albrecht, E.","57196055816; 57221850425","Hybrid project management | Hybrides Projektmanagement",2021,"Gruppe. Interaktion. Organisation. Zeitschrift fur Angewandte Organisationspsychologie",52,"1",,185,191,,,10.1007/s11612-021-00563-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85100389344&partnerID=40&md5=ea48a8b0fe9cac171a5376710d911c46",Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85100389344
"Nandi, M., Nandi, S.","36708278600; 57216657139","ERP implementation at ABC mining company",2021,"Emerald Emerging Markets Case Studies",11,"1",,1,22,,,10.1108/EEMCS-04-2020-0133,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85102123960&partnerID=40&md5=7f76e5babc349d991fc308aa1bade8cc",Article,Final,"",Scopus,2-s2.0-85102123960
"Zhang, R., Xue, X., Zhang, Y.","56241967500; 57204314011; 56704957800","The cascade effect of collaborative innovation in infrastructure project networks",2021,"Journal of Civil Engineering and Management",27,"3",,175,187,,,10.3846/jcem.2021.14525,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85103139679&partnerID=40&md5=1e2ed965fe6e51025e60bf94672658b0",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85103139679
"Elias, S., Barbero, A.C.","57201676074; 57202284063","Social innovation in a tourist coastal city: a case study in Argentina",2021,"Social Enterprise Journal",17,"1",,44,62,,,10.1108/SEJ-02-2020-0011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85100746832&partnerID=40&md5=63e038510c81400664bb196714014be3",Article,Final,"",Scopus,2-s2.0-85100746832
"Shkarupa, O., Boronos, V., Vlasenko, D., Fedchenko, K.","56951053700; 56606197900; 57222251952; 57222256806","Multilevel transfer of innovations: Cognitive modeling to decision support in managing the economic growth",2021,"Problems and Perspectives in Management",19,"1",,151,162,,,10.21511/ppm.19(1).2021.13,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85102051424&partnerID=40&md5=38d77a28e812e68f7cb52c1f178ccf83",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85102051424
"Huynh, T.T.-M., Pham, A.-D., Le-Hoai, L.","57225402055; 55651902400; 35240283000","Building a strategic performance management model for enterprises investing to coastal urban projects toward sustainability",2021,"International Journal of Strategic Property Management",25,"2",,127,145,,,10.3846/ijspm.2021.14298,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85102007388&partnerID=40&md5=880d6ea4e6fb6f61f6727f4cf141eef0",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85102007388
"Klimburg-Witjes, N., Huettenrauch, F.C.","57222021656; 57222078471","Contextualizing Security Innovation: Responsible Research and Innovation at the Smart Border?",2021,"Science and Engineering Ethics",27,"1", 13,,,,,10.1007/s11948-021-00292-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85101192479&partnerID=40&md5=d0ab28c1afdfa59d99512cd2e1537c83",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85101192479
"Svensson de Jong, I.","57219962143","Under construction: action research in innovation measurement",2021,"International Journal of Managing Projects in Business",14,"1",,87,107,,,10.1108/IJMPB-01-2020-0036,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85096290328&partnerID=40&md5=7d4d8a9f50b4b4666012aa4b2d1ca82e",Article,Final,"",Scopus,2-s2.0-85096290328
"Mikkelsen, M.F., Venable, J., Aaltonen, K.","57204045911; 8119291700; 24461462800","Researching navigation of project complexity using action design research",2021,"International Journal of Managing Projects in Business",14,"1",,108,130,,,10.1108/IJMPB-02-2020-0040,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85095956691&partnerID=40&md5=6e800798a71cb8c771c87e5465080ae5",Article,Final,"",Scopus,2-s2.0-85095956691
"MD, D., Mahesh, G.","57209361216; 55481567600","Influence of knowledge-based safety culture in the construction industry: a stakeholder's perspective",2021,"International Journal of Workplace Health Management",14,"1",,111,128,,,10.1108/IJWHM-11-2019-0150,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85097032895&partnerID=40&md5=7945740b8a86c9afb842bf7bffc8aca6",Article,Final,"",Scopus,2-s2.0-85097032895
"Rahmatullah, B., Md Yassin, S., Omar, J.","53164836000; 57219125556; 57212865969","Local community involvement in Malaysian early childhood care and education centers",2021,"International Journal of Educational Management",35,"1",,143,157,,,10.1108/IJEM-05-2020-0259,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85091393844&partnerID=40&md5=0e6ebe821b8aede34ebee422898d52ca",Article,Final,"",Scopus,2-s2.0-85091393844
"Evans, M., Farrell, P., Elbeltagi, E., Dion, H.","57219055820; 55217553800; 6603265905; 57226457285","Competency framework to integrate lean construction and integrated project delivery on construction megaprojects: towards a future of work global initiatives in multinational engineering organisations",2021,"Benchmarking",,"",,,,,,10.1108/BIJ-02-2021-0066,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85115739678&partnerID=40&md5=4ace6b0e034745b35ab4d53616ec13b0",Article,Article in Press,"",Scopus,2-s2.0-85115739678
"Hübscher, C., Hensel-Börner, S., Henseler, J.","57257931200; 56000312000; 29067736100","Social marketing and higher education: partnering to achieve sustainable development goals",2021,"Journal of Social Marketing",,"",,,,,,10.1108/JSOCM-10-2020-0214,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85114894122&partnerID=40&md5=b7e0a6673495232be50c8587add41958",Article,Article in Press,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85114894122
"Borg, J., Scott-Young, C.M.","57209322042; 6507842397","Supporting early career project managers in construction: a multi-vocal study",2021,"Engineering, Construction and Architectural Management",,"",,,,,,10.1108/ECAM-06-2021-0487,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85114798215&partnerID=40&md5=20420df7ba6e196e28be47e51bc9bf8e",Article,Article in Press,"",Scopus,2-s2.0-85114798215
"Nesheim, T.","6603123096","Exploring the resource manager role in a project-based organization",2021,"International Journal of Managing Projects in Business",,"",,,,,,10.1108/IJMPB-12-2020-0389,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85114470854&partnerID=40&md5=41633fcbf489446f3454a1eb673bc8d9",Article,Article in Press,"",Scopus,2-s2.0-85114470854
"Ebekozien, A., Aigbavboa, C., Aigbedion, M.","57208104712; 54956705100; 57249816900","Construction industry post-COVID-19 recovery: Stakeholders perspective on achieving sustainable development goals",2021,"International Journal of Construction Management",,"",,,,,,10.1080/15623599.2021.1973184,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85114399212&partnerID=40&md5=f6a8b84c1b2559b84d0d547af814d4f3",Article,Article in Press,"",Scopus,2-s2.0-85114399212
"Tennakoon, M., Kulatunga, U.","57218374396; 57191098927","Stakeholder management models for solid waste management projects",2021,"Proceedings of the International Conference on Industrial Engineering and Operations Management",,"",,3047,3058,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85114261112&partnerID=40&md5=d89651725e6fed27f81b1e29db781e50",Conference Paper,Final,"",Scopus,2-s2.0-85114261112
"Al-Hosani, A.E.Y., Rashid, N.B.A.","57245640300; 55992145800","Conceptual framework of the critical success factors of green building towards sustainable construction in United Arab Emirates",2021,"Proceedings of the International Conference on Industrial Engineering and Operations Management",,"",,4455,4463,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85114246230&partnerID=40&md5=79a2740004dafeb73d56e9ffd41f808c",Conference Paper,Final,"",Scopus,2-s2.0-85114246230
"Öhman, M., Arvidsson, A., Jonsson, P., Kaipia, R.","56656150100; 57216585575; 7202823438; 56124133800","A knowledge-based view of analytics capability in purchasing and supply management",2021,"International Journal of Physical Distribution and Logistics Management",,"",,,,,,10.1108/IJPDLM-12-2020-0415,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85114242554&partnerID=40&md5=ce9646202f2e094e7de5f85692df4ee6",Article,Article in Press,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85114242554
"Sarhadi, M., Hasanzadeh, S.","57201634496; 57190003680","A Qualitative Analysis of Unethical Behaviors in Projects: Insight From Moral Psychology",2021,"Project Management Journal",,"",,,,,,10.1177/87569728211037775,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85114144183&partnerID=40&md5=c677166cf03b5d3a7364aa7d8939286b",Article,Article in Press,"",Scopus,2-s2.0-85114144183
"Akomea-Frimpong, I., Jin, X., Osei-Kyei, R.","57192239003; 34770042400; 56538672500","Managing financial risks to improve financial success of public—private partnership projects: a theoretical framework",2021,"Journal of Facilities Management",,"",,,,,,10.1108/JFM-03-2021-0036,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85113980354&partnerID=40&md5=811de92532603e798fdf3600e9781937",Article,Article in Press,"",Scopus,2-s2.0-85113980354
"Xia, N., Guo, J., Lin, Y.-H.","57192997609; 57238809700; 35072837900","Managing stakeholder attributes for risk mitigation: evidence from construction project contractors",2021,"International Journal of Managing Projects in Business",,"",,,,,,10.1108/IJMPB-11-2020-0345,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85113871058&partnerID=40&md5=e9208b243ad5534677ef27cc8638320a",Article,Article in Press,"",Scopus,2-s2.0-85113871058
"Yassin, A.M.M., Hassan, M.A., Elmesmary, H.M.","56443683100; 57225689517; 56442770100","Key elements of green supply chain management drivers and barriers empirical study of solar energy companies in South Egypt",2021,"International Journal of Energy Sector Management",,"",,,,,,10.1108/IJESM-10-2020-0014,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85113770365&partnerID=40&md5=a4fc136a1f80f8e6aa7377d84338c9ba",Article,Article in Press,"",Scopus,2-s2.0-85113770365
"Ahmed, A.M., Sayed, W., Asran, A., Nosier, I.","57236676300; 57236400300; 57205530740; 57226506113","Identifying barriers to the implementation and development of sustainable construction",2021,"International Journal of Construction Management",,"",,,,,,10.1080/15623599.2021.1967577,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85113731396&partnerID=40&md5=9c709650ef0b3ef3ca3bc4a42ef0cd66",Article,Article in Press,"",Scopus,2-s2.0-85113731396
"Odusanya, S., Ochoa, J.J., Chileshe, N., Ahn, S.","57210194164; 35222256200; 12808688300; 55276780900","Linking complexity factors and project management approaches to performance: an embedded single case study of IT-enabled change projects in Australia",2021,"International Journal of Managing Projects in Business",,"",,,,,,10.1108/IJMPB-11-2020-0354,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85113723330&partnerID=40&md5=a6d03d2df6f249030e3c84655cc25a10",Article,Article in Press,"",Scopus,2-s2.0-85113723330
"Madhyamapurush, W., Srisuk, M., Tussama, K., Saksirikhun, P., Smerchuar, N.","57219327593; 57226836286; 57226840553; 57226830921; 57219328496","AN ANALYSIS OF ECONOMIC, ENVIRONMENTAL, AND SOCIAL IMPACTS OF JASMINE RICE FARMING IN DOKKHAMTAI DISTRICT, PHAYAO PROVINCE, THAILAND",2021,"Academy of Strategic Management Journal",20,"Special Issue 2",,1,11,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85112838756&partnerID=40&md5=572f276868343bc3fa1d890db8a88327",Article,Final,"",Scopus,2-s2.0-85112838756
"Scheuer, S., Peer, A., Aumayr, G.","57226799029; 55418899900; 56367360100","How to collect user requirements during a pandemic crisis: The issue of not having face-to-face meetings",2021,"IDIMT 2021 - Pandemics: Impacts, Strategies and Responses, 29th Interdisciplinary Information Management Talks",,"",,271,278,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85112721275&partnerID=40&md5=02deb2d2523c07b238fa726b1e9e5178",Conference Paper,Final,"",Scopus,2-s2.0-85112721275
"Boychuk, Y., Kornetskyy, A., Kryzhanovska, L., Rozhdestvensky, A., Stepanyuk, Y.","57226795170; 57200506309; 57226801617; 57226795765; 57226803523","Promprylad.Renovation: impact investing in emerging markets",2021,"Emerald Emerging Markets Case Studies",11,"2",,1,16,,,10.1108/EEMCS-04-2020-0114,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85112712505&partnerID=40&md5=8c8640ec5e9f1480370043266b170cb8",Article,Final,"",Scopus,2-s2.0-85112712505
"Tworzydło, D., Gawroński, S., Opolska-Bielańska, A., Lach, M.","57215492367; 57205249500; 57226770380; 57226787295","Changes in the demand for CSR activities and stakeholder engagement based on research conducted among public relations specialists in Poland, with consideration of the SARS-COV-2 pandemic",2021,"Corporate Social Responsibility and Environmental Management",,"",,,,,,10.1002/csr.2189,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85112667897&partnerID=40&md5=9167763e273fbf4af1ca041a7e511aa1",Article,Article in Press,"All Open Access, Bronze, Green",Scopus,2-s2.0-85112667897
"Dixit, S.","57194779967","Impact of management practices on construction productivity in Indian building construction projects: An empirical study",2021,"Organization, Technology and Management in Construction",13,"1",,2383,2390,,,10.2478/otmcj-2021-0007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85112667309&partnerID=40&md5=bb45d07fbafaf1074b0f69e1fc56bd77",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85112667309
"Dempsey, M., Brennan, A., Kaub, V., McAvoy, J.","56349905100; 7102229392; 57226774986; 16230660500","Thought piece on the effectiveness of Contemporary Project Management and its top performing enablers",2021,"IEEE Engineering Management Review",,"",,,,,,10.1109/EMR.2021.3087405,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85112667176&partnerID=40&md5=976ef4c07d2df644fb2d0b2bbd7a4694",Article,Article in Press,"",Scopus,2-s2.0-85112667176
